split,clase,img_id,x,y,w,h,added_margin,final_size
train,Peach 2,r2_261_100,0,0,100,100,4,128x128
train,Peach 2,148_100,0,0,100,100,4,128x128
train,Peach 2,260_100,0,0,100,100,4,128x128
train,Peach 2,r2_223_100,0,0,100,100,4,128x128
train,Peach 2,r_285_100,0,0,100,100,4,128x128
train,Peach 2,r2_177_100,0,0,100,100,4,128x128
train,Peach 2,r2_252_100,0,0,100,100,4,128x128
train,Peach 2,r2_115_100,0,0,100,100,4,128x128
train,Peach 2,r_150_100,0,0,100,100,4,128x128
train,Peach 2,r_262_100,0,0,100,100,4,128x128
train,Peach 2,230_100,0,0,100,100,4,128x128
train,Peach 2,r2_49_100,0,0,100,100,4,128x128
train,Peach 2,97_100,0,0,100,100,4,128x128
train,Peach 2,268_100,0,0,100,100,4,128x128
train,Peach 2,r_14_100,0,0,100,100,4,128x128
train,Peach 2,r_145_100,0,0,100,100,4,128x128
train,Peach 2,r2_242_100,0,0,100,100,4,128x128
train,Peach 2,23_100,0,0,100,100,4,128x128
train,Peach 2,11_100,0,0,100,100,4,128x128
train,Peach 2,320_100,0,0,100,100,4,128x128
train,Peach 2,r_152_100,0,0,100,100,4,128x128
train,Peach 2,r_313_100,0,0,100,100,4,128x128
train,Peach 2,r_294_100,0,0,100,100,4,128x128
train,Peach 2,r2_324_100,0,0,100,100,4,128x128
train,Peach 2,127_100,0,0,100,100,4,128x128
train,Peach 2,63_100,0,0,100,100,4,128x128
train,Peach 2,r2_131_100,0,0,100,100,4,128x128
train,Peach 2,301_100,0,0,100,100,4,128x128
train,Peach 2,r2_103_100,0,0,100,100,4,128x128
train,Peach 2,r_281_100,0,0,100,100,4,128x128
train,Peach 2,r2_320_100,0,0,100,100,4,128x128
train,Peach 2,r_248_100,0,0,100,100,4,128x128
train,Peach 2,r_65_100,0,0,100,100,4,128x128
train,Peach 2,r_267_100,0,0,100,100,4,128x128
train,Peach 2,r2_125_100,0,0,100,100,4,128x128
train,Peach 2,15_100,0,0,100,100,4,128x128
train,Peach 2,r_56_100,0,0,100,100,4,128x128
train,Peach 2,198_100,0,0,100,100,4,128x128
train,Peach 2,r_226_100,0,0,100,100,4,128x128
train,Peach 2,r2_161_100,0,0,100,100,4,128x128
train,Peach 2,177_100,0,0,100,100,4,128x128
train,Peach 2,r_270_100,0,0,100,100,4,128x128
train,Peach 2,r2_118_100,0,0,100,100,4,128x128
train,Peach 2,r_198_100,0,4,100,96,4,128x128
train,Peach 2,r2_217_100,0,0,100,100,4,128x128
train,Peach 2,309_100,0,0,100,100,4,128x128
train,Peach 2,270_100,0,0,100,100,4,128x128
train,Peach 2,r2_244_100,0,0,100,100,4,128x128
train,Peach 2,r2_311_100,0,0,100,100,4,128x128
train,Peach 2,185_100,0,0,100,100,4,128x128
train,Peach 2,r2_185_100,0,0,100,100,4,128x128
train,Peach 2,r_289_100,0,0,100,100,4,128x128
train,Peach 2,r2_259_100,0,0,100,100,4,128x128
train,Peach 2,r_135_100,0,0,100,100,4,128x128
train,Peach 2,134_100,0,0,100,100,4,128x128
train,Peach 2,244_100,0,0,100,100,4,128x128
train,Peach 2,r2_138_100,0,0,100,100,4,128x128
train,Peach 2,r_105_100,0,0,100,100,4,128x128
train,Peach 2,r_236_100,0,0,100,100,4,128x128
train,Peach 2,r_210_100,0,0,100,100,4,128x128
train,Peach 2,22_100,0,0,100,100,4,128x128
train,Peach 2,r2_136_100,0,0,100,100,4,128x128
train,Peach 2,r_79_100,0,0,100,100,4,128x128
train,Peach 2,r2_89_100,0,0,100,100,4,128x128
train,Peach 2,39_100,0,0,100,100,4,128x128
train,Peach 2,r_49_100,0,0,100,100,4,128x128
train,Peach 2,r_44_100,0,0,100,100,4,128x128
train,Peach 2,r_167_100,0,0,100,100,4,128x128
train,Peach 2,r2_141_100,0,0,100,100,4,128x128
train,Peach 2,r2_70_100,0,0,100,100,4,128x128
train,Peach 2,r2_102_100,0,0,100,100,4,128x128
train,Peach 2,r_136_100,0,0,100,100,4,128x128
train,Peach 2,r2_308_100,0,0,100,100,4,128x128
train,Peach 2,r_125_100,0,0,100,100,4,128x128
train,Peach 2,196_100,0,0,100,100,4,128x128
train,Peach 2,274_100,0,0,100,100,4,128x128
train,Peach 2,r2_248_100,0,0,100,100,4,128x128
train,Peach 2,r2_321_100,0,0,100,99,4,128x128
train,Peach 2,r_250_100,0,0,100,100,4,128x128
train,Peach 2,r_147_100,0,0,100,100,4,128x128
train,Peach 2,r2_155_100,0,0,100,100,4,128x128
train,Peach 2,r_296_100,0,0,100,100,4,128x128
train,Peach 2,211_100,0,0,100,100,4,128x128
train,Peach 2,281_100,0,0,100,100,4,128x128
train,Peach 2,r2_162_100,0,0,100,100,4,128x128
train,Peach 2,r2_241_100,0,0,100,100,4,128x128
train,Peach 2,r2_297_100,0,0,100,100,4,128x128
train,Peach 2,r_170_100,0,0,100,100,4,128x128
train,Peach 2,r_118_100,0,0,100,100,4,128x128
train,Peach 2,r_108_100,0,0,100,100,4,128x128
train,Peach 2,r2_237_100,0,0,100,100,4,128x128
train,Peach 2,247_100,0,0,100,100,4,128x128
train,Peach 2,224_100,0,0,100,100,4,128x128
train,Peach 2,29_100,0,0,100,100,4,128x128
train,Peach 2,r_284_100,0,0,100,100,4,128x128
train,Peach 2,r_295_100,0,0,100,100,4,128x128
train,Peach 2,73_100,0,0,100,100,4,128x128
train,Peach 2,r2_160_100,0,0,100,100,4,128x128
train,Peach 2,r_75_100,0,0,100,100,4,128x128
train,Peach 2,189_100,0,0,100,100,4,128x128
train,Peach 2,265_100,0,0,100,100,4,128x128
train,Peach 2,114_100,0,0,100,100,4,128x128
train,Peach 2,r2_268_100,0,0,100,100,4,128x128
train,Peach 2,r2_236_100,0,0,100,100,4,128x128
train,Peach 2,r_139_100,0,0,100,100,4,128x128
train,Peach 2,266_100,0,0,100,100,4,128x128
train,Peach 2,r_76_100,0,0,100,100,4,128x128
train,Peach 2,19_100,0,0,100,100,4,128x128
train,Peach 2,227_100,0,0,100,100,4,128x128
train,Peach 2,r2_304_100,0,0,100,100,4,128x128
train,Peach 2,r2_82_100,0,0,100,100,4,128x128
train,Peach 2,r2_30_100,0,0,100,100,4,128x128
train,Peach 2,304_100,0,0,100,100,4,128x128
train,Peach 2,r2_51_100,0,0,100,100,4,128x128
train,Peach 2,r_60_100,0,0,100,100,4,128x128
train,Peach 2,r_133_100,0,0,100,100,4,128x128
train,Peach 2,r2_47_100,0,0,100,100,4,128x128
train,Peach 2,38_100,0,0,100,100,4,128x128
train,Peach 2,r2_152_100,0,0,100,100,4,128x128
train,Peach 2,r_251_100,0,0,100,100,4,128x128
train,Peach 2,r2_91_100,0,0,100,100,4,128x128
train,Peach 2,302_100,0,0,100,100,4,128x128
train,Peach 2,r2_56_100,0,0,100,100,4,128x128
train,Peach 2,r_220_100,0,0,100,100,4,128x128
train,Peach 2,r2_10_100,0,0,100,100,4,128x128
train,Peach 2,r2_60_100,0,0,100,100,4,128x128
train,Peach 2,r_142_100,0,0,100,100,4,128x128
train,Peach 2,72_100,0,0,100,100,4,128x128
train,Peach 2,r_148_100,0,0,100,100,4,128x128
train,Peach 2,r2_101_100,0,0,100,100,4,128x128
train,Peach 2,r_113_100,0,0,100,100,4,128x128
train,Peach 2,r2_159_100,0,0,100,100,4,128x128
train,Peach 2,58_100,0,0,100,100,4,128x128
train,Peach 2,238_100,0,0,100,100,4,128x128
train,Peach 2,235_100,0,0,100,100,4,128x128
train,Peach 2,r_100_100,0,0,100,100,4,128x128
train,Peach 2,r_88_100,0,0,100,100,4,128x128
train,Peach 2,240_100,0,0,100,100,4,128x128
train,Peach 2,r2_68_100,0,0,100,100,4,128x128
train,Peach 2,65_100,0,0,100,100,4,128x128
train,Peach 2,r_162_100,0,0,100,100,4,128x128
train,Peach 2,r2_224_100,0,0,100,100,4,128x128
train,Peach 2,r2_150_100,0,0,100,100,4,128x128
train,Peach 2,28_100,0,0,100,100,4,128x128
train,Peach 2,253_100,0,0,100,100,4,128x128
train,Peach 2,r2_83_100,0,0,100,100,4,128x128
train,Peach 2,r2_98_100,0,0,100,100,4,128x128
train,Peach 2,68_100,0,0,100,100,4,128x128
train,Peach 2,r_58_100,0,0,100,100,4,128x128
train,Peach 2,200_100,0,0,100,100,4,128x128
train,Peach 2,182_100,0,0,100,100,4,128x128
train,Peach 2,r2_81_100,0,0,100,100,4,128x128
train,Peach 2,r_191_100,0,0,100,100,4,128x128
train,Peach 2,r_130_100,0,0,100,100,4,128x128
train,Peach 2,r_218_100,0,0,100,100,4,128x128
train,Peach 2,225_100,0,0,100,100,4,128x128
train,Peach 2,r_279_100,0,0,100,100,4,128x128
train,Peach 2,132_100,0,0,100,100,4,128x128
train,Peach 2,r_174_100,0,0,100,100,4,128x128
train,Peach 2,r_141_100,0,0,100,100,4,128x128
train,Peach 2,r_239_100,0,0,100,100,4,128x128
train,Peach 2,r2_104_100,0,0,100,100,4,128x128
train,Peach 2,r_241_100,0,0,100,100,4,128x128
train,Peach 2,r2_65_100,0,0,100,100,4,128x128
train,Peach 2,r2_84_100,0,0,100,100,4,128x128
train,Peach 2,30_100,0,0,100,100,4,128x128
train,Peach 2,r2_72_100,0,0,100,100,4,128x128
train,Peach 2,252_100,0,0,100,100,4,128x128
train,Peach 2,85_100,0,0,100,100,4,128x128
train,Peach 2,r2_285_100,0,0,100,100,4,128x128
train,Peach 2,70_100,0,0,100,100,4,128x128
train,Peach 2,r2_212_100,0,0,100,100,4,128x128
train,Peach 2,17_100,0,0,100,100,4,128x128
train,Peach 2,r2_97_100,0,0,100,100,4,128x128
train,Peach 2,258_100,0,0,100,100,4,128x128
train,Peach 2,26_100,0,0,100,100,4,128x128
train,Peach 2,r_155_100,0,0,100,100,4,128x128
train,Peach 2,r2_35_100,0,0,100,100,4,128x128
train,Peach 2,r2_0_100,0,0,100,100,4,128x128
train,Peach 2,213_100,0,0,100,100,4,128x128
train,Peach 2,r2_263_100,0,0,100,100,4,128x128
train,Peach 2,r_265_100,0,0,100,100,4,128x128
train,Peach 2,191_100,0,0,100,100,4,128x128
train,Peach 2,r2_90_100,0,0,100,100,4,128x128
train,Peach 2,78_100,0,0,100,100,4,128x128
train,Peach 2,r_81_100,0,0,100,100,4,128x128
train,Peach 2,280_100,0,0,100,100,4,128x128
train,Peach 2,r2_228_100,0,0,100,100,4,128x128
train,Peach 2,r_117_100,0,0,100,100,4,128x128
train,Peach 2,219_100,0,0,100,100,4,128x128
train,Peach 2,r_178_100,0,0,100,100,4,128x128
train,Peach 2,34_100,0,0,100,100,4,128x128
train,Peach 2,r2_231_100,0,0,100,100,4,128x128
train,Peach 2,r2_227_100,0,0,100,100,4,128x128
train,Peach 2,130_100,0,0,100,100,4,128x128
train,Peach 2,r2_39_100,0,0,100,100,4,128x128
train,Peach 2,r2_106_100,0,0,100,100,4,128x128
train,Peach 2,r2_54_100,0,0,100,100,4,128x128
train,Peach 2,215_100,0,0,100,100,4,128x128
train,Peach 2,57_100,0,0,100,100,4,128x128
train,Peach 2,r_243_100,0,0,100,100,4,128x128
train,Peach 2,r2_282_100,0,0,100,100,4,128x128
train,Peach 2,223_100,0,0,100,100,4,128x128
train,Peach 2,41_100,0,0,100,100,4,128x128
train,Peach 2,r2_4_100,0,0,100,100,4,128x128
train,Peach 2,143_100,0,0,100,100,4,128x128
train,Peach 2,r_36_100,0,0,100,100,4,128x128
train,Peach 2,r_179_100,0,0,100,100,4,128x128
train,Peach 2,r_229_100,0,0,100,100,4,128x128
train,Peach 2,r_291_100,0,0,100,100,4,128x128
train,Peach 2,307_100,0,0,100,100,4,128x128
train,Peach 2,r_273_100,0,0,100,100,4,128x128
train,Peach 2,r_87_100,0,0,100,100,4,128x128
train,Peach 2,186_100,0,0,100,100,4,128x128
train,Peach 2,r_228_100,0,0,100,100,4,128x128
train,Peach 2,r2_266_100,0,0,100,100,4,128x128
train,Peach 2,r2_267_100,0,0,100,100,4,128x128
train,Peach 2,178_100,0,0,100,100,4,128x128
train,Peach 2,r2_254_100,0,0,100,100,4,128x128
train,Peach 2,226_100,0,0,100,100,4,128x128
train,Peach 2,64_100,0,0,100,100,4,128x128
train,Peach 2,r2_69_100,0,0,100,100,4,128x128
train,Peach 2,r2_112_100,0,0,100,100,4,128x128
train,Peach 2,192_100,0,0,100,100,4,128x128
train,Peach 2,272_100,0,0,100,100,4,128x128
train,Peach 2,r_222_100,0,0,100,100,4,128x128
train,Peach 2,r_74_100,0,0,100,100,4,128x128
train,Peach 2,r_116_100,0,0,100,100,4,128x128
train,Peach 2,r_61_100,0,0,100,100,4,128x128
train,Peach 2,r_102_100,0,0,100,100,4,128x128
train,Peach 2,r2_325_100,0,0,100,100,4,128x128
train,Peach 2,278_100,0,0,100,100,4,128x128
train,Peach 2,181_100,0,0,100,100,4,128x128
train,Peach 2,294_100,0,0,100,100,4,128x128
train,Peach 2,r_245_100,0,0,100,100,4,128x128
train,Peach 2,r_146_100,0,0,100,100,4,128x128
train,Peach 2,175_100,0,0,100,100,4,128x128
train,Peach 2,193_100,0,0,100,100,4,128x128
train,Peach 2,r2_23_100,0,0,100,100,4,128x128
train,Peach 2,r2_303_100,0,0,100,100,4,128x128
train,Peach 2,r2_272_100,0,0,100,100,4,128x128
train,Peach 2,r2_28_100,0,0,100,100,4,128x128
train,Peach 2,r2_44_100,0,0,100,100,4,128x128
train,Peach 2,55_100,0,0,100,100,4,128x128
train,Peach 2,r_78_100,0,0,100,100,4,128x128
train,Peach 2,r_277_100,0,0,100,100,4,128x128
train,Peach 2,r_77_100,0,0,100,100,4,128x128
train,Peach 2,r_164_100,0,0,100,100,4,128x128
train,Peach 2,r_101_100,0,0,100,100,4,128x128
train,Peach 2,r_269_100,0,0,100,100,4,128x128
train,Peach 2,r_128_100,0,0,100,100,4,128x128
train,Peach 2,87_100,0,0,100,100,4,128x128
train,Peach 2,r2_6_100,0,0,100,100,4,128x128
train,Peach 2,r2_55_100,0,0,100,100,4,128x128
train,Peach 2,r2_234_100,0,0,100,100,4,128x128
train,Peach 2,r_247_100,0,0,100,100,4,128x128
train,Peach 2,r_83_100,0,0,100,100,4,128x128
train,Peach 2,209_100,0,0,100,100,4,128x128
train,Peach 2,r_197_100,0,0,100,100,4,128x128
train,Peach 2,222_100,0,0,100,100,4,128x128
train,Peach 2,217_100,0,0,100,100,4,128x128
train,Peach 2,r2_135_100,0,0,100,100,4,128x128
train,Peach 2,r_257_100,0,0,100,100,4,128x128
train,Peach 2,r_90_100,0,0,100,100,4,128x128
train,Peach 2,r2_269_100,0,0,100,100,4,128x128
train,Peach 2,r2_262_100,0,0,100,100,4,128x128
train,Peach 2,42_100,0,0,100,100,4,128x128
train,Peach 2,r_244_100,0,0,100,100,4,128x128
train,Peach 2,53_100,0,0,100,100,4,128x128
train,Peach 2,r_223_100,0,0,100,100,4,128x128
train,Peach 2,r_315_100,0,0,100,100,4,128x128
train,Peach 2,71_100,0,0,100,100,4,128x128
train,Peach 2,r_211_100,0,0,100,100,4,128x128
train,Peach 2,r2_1_100,0,0,100,100,4,128x128
train,Peach 2,r2_50_100,0,0,100,100,4,128x128
train,Peach 2,326_100,0,0,100,100,4,128x128
train,Peach 2,257_100,0,0,100,100,4,128x128
train,Peach 2,r2_139_100,0,0,100,100,4,128x128
train,Peach 2,190_100,0,0,100,100,4,128x128
train,Peach 2,r_50_100,0,0,100,100,4,128x128
train,Peach 2,r_103_100,0,0,100,100,4,128x128
train,Peach 2,r_106_100,0,0,100,100,4,128x128
train,Peach 2,r2_300_100,0,0,100,100,4,128x128
train,Peach 2,2_100,0,0,100,100,4,128x128
train,Peach 2,r2_42_100,0,0,100,100,4,128x128
train,Peach 2,r2_260_100,0,0,100,100,4,128x128
train,Peach 2,245_100,0,0,100,100,4,128x128
train,Peach 2,r_259_100,0,0,100,100,4,128x128
train,Peach 2,r2_96_100,0,0,100,100,4,128x128
train,Peach 2,r_274_100,0,0,100,100,4,128x128
train,Peach 2,r2_137_100,0,0,100,100,4,128x128
train,Peach 2,r2_239_100,0,0,100,100,4,128x128
train,Peach 2,r2_310_100,0,0,100,100,4,128x128
train,Peach 2,248_100,0,0,100,100,4,128x128
train,Peach 2,r_231_100,0,0,100,100,4,128x128
train,Peach 2,r_233_100,0,0,100,100,4,128x128
train,Peach 2,r_293_100,0,0,100,100,4,128x128
train,Peach 2,r2_121_100,0,0,100,100,4,128x128
train,Peach 2,r2_271_100,0,0,100,100,4,128x128
train,Peach 2,322_100,0,0,100,100,4,128x128
train,Peach 2,r_72_100,0,0,100,100,4,128x128
train,Peach 2,r_73_100,0,0,100,100,4,128x128
train,Peach 2,r_271_100,0,0,100,100,4,128x128
train,Peach 2,287_100,0,0,100,100,4,128x128
train,Peach 2,r_184_100,0,0,100,100,4,128x128
train,Peach 2,251_100,0,0,100,100,4,128x128
train,Peach 2,r_93_100,0,0,100,100,4,128x128
train,Peach 2,r_4_100,0,0,100,100,4,128x128
train,Peach 2,r_290_100,0,0,100,100,4,128x128
train,Peach 2,r2_230_100,0,0,100,100,4,128x128
train,Peach 2,r_82_100,0,0,100,100,4,128x128
train,Peach 2,r_232_100,0,0,100,100,4,128x128
train,Peach 2,r2_119_100,0,0,100,100,4,128x128
train,Peach 2,204_100,0,0,100,100,4,128x128
train,Peach 2,r2_93_100,0,0,100,100,4,128x128
train,Peach 2,r_206_100,0,0,100,100,4,128x128
train,Peach 2,312_100,0,0,100,100,4,128x128
train,Peach 2,r_157_100,0,0,100,100,4,128x128
train,Peach 2,r2_2_100,0,0,100,100,4,128x128
train,Peach 2,323_100,0,0,100,100,4,128x128
train,Peach 2,232_100,0,0,100,100,4,128x128
train,Peach 2,220_100,0,0,100,100,4,128x128
train,Peach 2,r_224_100,0,0,100,100,4,128x128
train,Peach 2,152_100,0,0,100,100,4,128x128
train,Peach 2,r2_283_100,0,0,100,100,4,128x128
train,Peach 2,r2_67_100,0,0,100,100,4,128x128
train,Peach 2,r_319_100,0,0,100,100,4,128x128
train,Peach 2,r2_53_100,0,0,100,100,4,128x128
train,Peach 2,r_237_100,0,0,100,100,4,128x128
train,Peach 2,40_100,0,0,100,100,4,128x128
train,Peach 2,205_100,0,0,100,100,4,128x128
train,Peach 2,r_171_100,0,0,100,100,4,128x128
train,Peach 2,305_100,0,0,100,100,4,128x128
train,Peach 2,r2_317_100,0,0,100,100,4,128x128
train,Peach 2,r2_253_100,0,0,100,100,4,128x128
train,Peach 2,66_100,0,0,100,100,4,128x128
train,Peach 2,231_100,0,0,100,100,4,128x128
train,Peach 2,102_100,0,0,100,100,4,128x128
train,Peach 2,234_100,0,0,100,100,4,128x128
train,Peach 2,21_100,0,0,100,100,4,128x128
train,Peach 2,r_186_100,0,0,100,100,4,128x128
train,Peach 2,90_100,0,0,100,100,4,128x128
train,Peach 2,145_100,0,0,100,100,4,128x128
train,Peach 2,8_100,0,0,100,100,4,128x128
train,Peach 2,r_114_100,0,0,100,100,4,128x128
train,Peach 2,r_95_100,0,0,100,100,4,128x128
train,Peach 2,r_96_100,0,0,100,100,4,128x128
train,Peach 2,r2_58_100,0,0,100,100,4,128x128
train,Peach 2,r2_299_100,0,0,100,100,4,128x128
train,Peach 2,r_288_100,0,0,100,100,4,128x128
train,Peach 2,r_235_100,0,0,100,100,4,128x128
train,Peach 2,197_100,0,0,100,100,4,128x128
train,Peach 2,r_276_100,0,0,100,100,4,128x128
train,Peach 2,288_100,0,0,100,100,4,128x128
train,Peach 2,r2_71_100,0,0,100,100,4,128x128
train,Peach 2,r2_235_100,0,0,100,100,4,128x128
train,Peach 2,249_100,0,0,100,100,4,128x128
train,Peach 2,131_100,0,0,100,100,4,128x128
train,Peach 2,r2_288_100,0,0,100,100,4,128x128
train,Peach 2,r_94_100,0,0,100,100,4,128x128
train,Peach 2,199_100,0,0,100,100,4,128x128
train,Peach 2,r_286_100,0,0,100,100,4,128x128
train,Peach 2,r2_274_100,0,0,100,100,4,128x128
train,Peach 2,137_100,0,0,100,100,4,128x128
train,Peach 2,r_112_100,0,0,100,100,4,128x128
train,Peach 2,r2_113_100,0,0,100,100,4,128x128
train,Peach 2,r2_61_100,0,0,100,100,4,128x128
train,Peach 2,r_208_100,0,0,100,100,4,128x128
train,Peach 2,284_100,0,0,100,100,4,128x128
train,Peach 2,62_100,0,0,100,100,4,128x128
train,Peach 2,r2_180_100,0,0,100,100,4,128x128
train,Peach 2,r2_164_100,0,0,100,100,4,128x128
train,Peach 2,216_100,0,0,100,100,4,128x128
train,Peach 2,r2_24_100,0,0,100,100,4,128x128
train,Peach 2,r2_46_100,0,0,100,100,4,128x128
train,Peach 2,r2_156_100,0,0,100,100,4,128x128
train,Peach 2,316_100,0,0,100,100,4,128x128
train,Peach 2,r_134_100,0,0,100,100,4,128x128
train,Peach 2,r_156_100,0,0,100,100,4,128x128
train,Peach 2,r2_175_100,0,0,100,100,4,128x128
train,Peach 2,r2_38_100,0,0,100,100,4,128x128
train,Peach 2,45_100,0,0,100,100,4,128x128
train,Peach 2,r2_85_100,0,0,100,100,4,128x128
train,Peach 2,r2_134_100,0,0,100,100,4,128x128
train,Peach 2,13_100,0,0,100,100,4,128x128
train,Peach 2,r_275_100,0,0,100,100,4,128x128
train,Peach 2,84_100,0,0,100,100,4,128x128
train,Peach 2,r2_140_100,0,0,100,100,4,128x128
train,Peach 2,r_153_100,0,0,100,100,4,128x128
train,Peach 2,r_283_100,0,0,100,100,4,128x128
train,Peach 2,r_173_100,0,0,100,100,4,128x128
train,Peach 2,r_189_100,0,0,100,100,4,128x128
train,Peach 2,r_68_100,0,0,100,100,4,128x128
train,Peach 2,r2_110_100,0,0,100,100,4,128x128
train,Peach 2,293_100,0,0,100,100,4,128x128
train,Peach 2,306_100,0,0,100,100,4,128x128
train,Peach 2,r_219_100,0,0,100,100,4,128x128
train,Peach 2,r2_302_100,0,0,100,100,4,128x128
train,Peach 2,24_100,0,0,100,100,4,128x128
train,Peach 2,77_100,0,0,100,100,4,128x128
train,Peach 2,321_100,0,0,100,100,4,128x128
train,Peach 2,237_100,0,0,100,100,4,128x128
train,Peach 2,313_100,0,0,100,100,4,128x128
train,Peach 2,r_161_100,0,0,100,100,4,128x128
train,Peach 2,r_42_100,0,0,100,100,4,128x128
train,Peach 2,r2_238_100,0,0,100,100,4,128x128
train,Peach 2,60_100,0,0,100,100,4,128x128
train,Peach 2,r_260_100,0,0,100,100,4,128x128
train,Peach 2,r2_250_100,0,0,100,100,4,128x128
train,Peach 2,283_100,0,0,100,100,4,128x128
train,Peach 2,r2_8_100,0,0,100,100,4,128x128
train,Peach 2,r_63_100,0,0,100,100,4,128x128
train,Peach 2,0_100,0,0,100,100,4,128x128
train,Peach 2,r2_286_100,0,0,100,100,4,128x128
train,Peach 2,263_100,0,0,100,100,4,128x128
train,Peach 2,81_100,0,0,100,100,4,128x128
train,Peach 2,r_249_100,0,0,100,100,4,128x128
train,Peach 2,r2_255_100,0,0,100,100,4,128x128
train,Peach 2,r_64_100,0,0,100,100,4,128x128
train,Peach 2,r2_157_100,0,0,100,100,4,128x128
train,Peach 2,82_100,0,0,100,100,4,128x128
train,Peach 2,r_69_100,0,0,100,100,4,128x128
train,Peach 2,r2_80_100,0,0,100,100,4,128x128
train,Peach 2,44_100,0,0,100,100,4,128x128
train,Peach 2,183_100,0,0,100,100,4,128x128
train,Peach 2,r2_3_100,0,0,100,100,4,128x128
train,Peach 2,r2_148_100,0,0,100,100,4,128x128
train,Peach 2,r_215_100,0,0,100,100,4,128x128
train,Peach 2,r2_149_100,0,0,100,100,4,128x128
train,Peach 2,241_100,0,0,100,100,4,128x128
train,Peach 2,r_40_100,0,0,100,100,4,128x128
train,Peach 2,r2_275_100,0,0,100,100,4,128x128
train,Peach 2,r2_126_100,0,0,100,100,4,128x128
train,Peach 2,r2_246_100,0,0,100,100,4,128x128
train,Peach 2,r_41_100,0,0,100,100,4,128x128
train,Peach 2,194_100,0,0,100,100,4,128x128
train,Peach 2,r_138_100,0,0,100,100,4,128x128
train,Peach 2,r_111_100,0,0,100,100,4,128x128
train,Peach 2,r2_88_100,0,0,100,100,4,128x128
train,Peach 2,r_209_100,0,0,100,100,4,128x128
train,Peach 2,35_100,0,0,100,100,4,128x128
train,Peach 2,r2_278_100,0,0,100,100,4,128x128
train,Peach 2,262_100,0,0,100,100,4,128x128
train,Peach 2,r2_73_100,0,0,100,100,4,128x128
train,Peach 2,r_45_100,0,0,100,100,4,128x128
train,Peach 2,r_212_100,0,0,100,100,4,128x128
train,Peach 2,r2_94_100,0,0,100,100,4,128x128
train,Peach 2,250_100,0,0,100,100,4,128x128
train,Peach 2,r2_92_100,0,0,100,100,4,128x128
train,Peach 2,r_238_100,0,0,100,100,4,128x128
train,Peach 2,r_140_100,0,0,100,100,4,128x128
train,Peach 2,56_100,0,0,100,100,4,128x128
train,Peach 2,r2_130_100,0,0,100,100,4,128x128
train,Peach 2,48_100,0,0,100,100,4,128x128
train,Peach 2,r_107_100,0,0,100,100,4,128x128
train,Peach 2,83_100,0,0,100,100,4,128x128
train,Peach 2,126_100,0,0,100,100,4,128x128
train,Peach 2,218_100,0,0,100,100,4,128x128
train,Peach 2,25_100,0,0,100,100,4,128x128
